Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Túnez,TUN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,16.84,17.32,17.06,17.16,17.08,17.43,17.34,16.86,16.58,16.11,15.56,15.74,16.2,16.46,15.17,15.15,15.16,15.95,18.8,18.97,27.42,25.66,23.05,21.43,22.23,23.26,22.95,22.96,22.41,
Turquía,TUR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.14,7.78,9.35,8.1,7.33,5.97,7.79,6.81,7.59,6.27,7.48,9.47,10.11,10.99,11.18,9.1,9.15,9.98,12.61,11.38,10.06,9.36,10.53,11.81,12.56,13.6,13.85,13.74,16.38,
Tuvalu,TUV,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzanía,TZA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.38,4.32,4.26,4.11,3.92,3.72,3.53,3.41,3.29,3.11,2.96,3.31,3.64,3.98,4.27,4.48,3.75,3.11,2.76,3.5,4.33,4.03,3.8,2.71,2.67,2.64,2.58,2.55,2.5,
Uganda,UGA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.57,0.66,0.84,1.07,1.33,1.61,1.95,2.35,2.81,3.25,3.82,4.38,4.56,3.19,2.11,2.44,2.88,3.36,4.17,4.27,4.27,4.28,2.46,2.4,2.38,2.32,2.3,2.24,2.21,
Ucrania,UKR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.36,1.35,1.4,1.34,4.94,7.27,8.39,10.76,11.39,11.35,10.72,9.78,8.73,8.29,6.82,6.6,6,6.09,7.3,6.82,6.72,6.47,6.22,7.52,8.08,7.69,7.75,7.43,7.85,
Ingreso mediano alto,UMC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.822443539,3.815951839,4.157544816,4.632792591,5.044126733,5.174777002,5.40768525,5.636734568,5.860644416,5.651911177,5.724585362,6.002070045,6.221739508,6.063431324,5.963416792,5.722499319,5.458033265,5.43430569,5.865703834,5.610237554,5.440801456,5.389966407,5.393940245,5.354244375,5.574365989,5.854735422,5.901667456,5.803599559,6.068704457,
Uruguay,URY,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,11.85,11.95,11.93,11.93,11.96,11.93,12.22,12.31,13.68,15.87,19.83,21,20.81,16.61,15.26,14.23,12.76,10.95,10.46,9.47,8.1,8.31,8.23,8.36,8.86,9.45,9.48,10.09,11.34,
Estados Unidos,USA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.36,7,6.57,6.05,5.67,5.47,5.08,4.62,4.34,4.1,4.65,5.61,5.66,5.4,5.1,4.63,4.5,5.42,8.06,8.61,8.46,7.89,7.07,6.06,5.18,4.79,4.31,3.84,3.61,
Uzbekistán,UZB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.01,3.06,5.47,8.36,9.1,12.74,13.06,16.06,16.04,14.5,13.07,11.81,10.54,9.36,8.15,6.97,5.93,5.81,5.94,6.41,4.82,4.72,4.72,4.92,5.02,5.02,5.56,5.55,5.49,
San Vicente y las Granadinas,VCT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.11,22.2,21.79,21.13,21.29,20.52,20.3,19.97,19.5,19.05,18.64,18.79,18.67,18.2,17.77,17.53,16.95,16.43,16.78,16.83,16.98,17.08,17.19,16.96,16.94,16.87,16.72,16.65,16.58,
Venezuela,VEN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,9.32,6.91,5.66,9.58,12.64,14.39,13.65,13.33,16.5,14.61,14.11,18.92,20.49,17.95,11.64,9.38,7.64,6.22,5.97,6.95,7.21,7.11,8.61,8.47,8.44,8.05,7.93,7.92,7.72,
Islas Vírgenes (EE.UU.),VIR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.98,6.89,6.85,6.92,7.01,7.12,7.2,7.28,7.22,7.31,7.34,7.33,7.36,7.46,7.66,7.89,8.09,8.11,7.61,7.56,7.68,7.46,7.48,7.82,8.08,8.25,8.4,8.54,8.74,
Viet Nam,VNM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.43,1.55,1.62,1.67,1.69,1.69,2.54,2.16,2.41,2.14,3.27,2.33,2.64,2.44,2.29,2.09,1.93,1.64,1.57,1.08,0.9,0.93,1.14,1.11,1.7,1.7,1.7,1.03,2.01,
Vanuatu,VUT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.91,4.98,5.07,5.3,5.11,5.14,5.19,5.11,5.14,5.24,5.01,5.02,5.24,5.21,5.16,5.1,4.91,4.91,5.15,1.57,1.54,1.54,1.55,1.53,1.51,1.51,1.49,1.45,1.42,
Mundo,WLD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.810238189,4.899668407,5.206980015,5.560035755,5.764435757,5.849186778,5.908482809,6.062077294,6.182606753,5.982454689,6.00800555,6.244716566,6.385063906,6.292227274,6.193752126,5.871283409,5.602423987,5.503767351,6.102932909,6.091506694,5.93921768,5.928014675,5.910906791,5.786213716,5.828562876,5.873527445,5.757485488,5.532016448,5.520820024,
Samoa,WSM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.51,2.9,3.19,3.59,3.91,4.26,4.47,4.83,5.17,5.65,6.1,6.17,6.23,6.21,6.29,6.13,6.05,6.15,6.23,6.44,6.69,10.35,10.32,10.35,10.29,10.35,10.05,9.85,9.82,
"Yemen, Rep. del",YEM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.75,3.83,3.83,3.88,4.57,5.32,6.19,7.15,8.16,8.93,9.69,10.59,11.53,12.44,13.37,14.14,15.07,16.15,18,19.59,20.39,22.63,24.58,26.12,24.77,25.34,25.27,25.33,25.25,
Sudáfrica,ZAF,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,35.34,35.33,35.88,36.16,36.12,36.17,35.94,35.7,35.92,35.96,36.56,41.37,39.31,36.23,36.42,35.82,33.06,25.8,25.57,27.02,27.23,27.08,26.54,27.03,27.54,28.99,29.26,29.05,30.5,
Zambia,ZMB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.1,21.36,20.6,18.56,17.35,15.83,13.52,11.49,11.59,11.43,12.09,12.9,13.81,14.56,15.24,12.47,9.91,7.71,10.48,13.44,10.48,7.97,8.84,9.7,10.66,11.61,12.57,13.24,13.09,
Zimbabwe,ZWE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.8,2.84,2.95,2.96,3.54,4.28,5,4.8,4.6,4.63,4.64,4.65,4.62,4.53,4.64,4.7,4.78,4.93,5.52,5.77,5.99,6.01,6,5.98,5.92,5.87,5.76,5.62,5.55,
